,Url,Domain Age,Page Rank,Is Free,Validation Period,Has Protective Status,Has Strong Security,Caching,Compressed
0,https://sabah.com.tr,-1,6,False,394,,"[None, True]",True,True
1,https://mmofreegames.online,-1,1,True,89,True,"[None, True]",True,False
