,Url,Domain Age,Page Rank,Is Free,Validation Period,Has Protective Status,Has Strong Security,Caching,Compressed
0,https://sabah.com.tr,-1,6,False,394.0,,"[None, True, False]",True,True
1,https://mmofreegames.online,-1,1,True,89.0,True,"[None, True, False]",True,False
2,https://web.de,-1,6,,,False,"[None, True, False]",True,True
