,Url,Domain Age,Page Rank,Is Free,Validation Period,Has Protective Status,Has Strong Security,Caching,Compressed
0,https://wpengine.com,5343,7,True,90.0,True,"[True, None]",True,True
1,https://media-rocks.com,-1,0,,,,"[True, None]",False,False
