,Url,Domain Age,Page Rank,Is Free,Validation Period,Has Protective Status,Has Strong Security,Caching,Compressed
0,https://google.com,9905,10,True,83,True,"[True, True]",True,True
1,https://youtube.com,7195,10,True,83,True,"[True, True]",True,True
